id,Macroeconomic Forecasting and Cyclical Outlook,Monetary Policy Analysis and Transmission,Labor Market and Demographic Analysis,Human Capital and Education Economics,Public Finance and Budgetary Policy,Industrial Organization and Regional Structure,Systemic Risk and Macroprudential Frameworks,Banking Sector and Intermediary Analysis,Financial Market Dynamics and Asset Pricing,Global Macroeconomics and Spillovers,International Trade and Global Value Chains,International Cooperation and Financial Fora,Micro-level Socio-Economic Surveys,Institutional Sector Accounts and Balance of Payments,Statistical Data Collection and Ingestion,Central Credit Register Operations,None of the above,best_label,word_count,title
362,5.959810055974566e-11,0.9999590147993963,3.324906697894547e-05,1.5891655576977615e-07,7.917173681875638e-07,5.237533902067935e-16,1.143975465924322e-18,2.539736436539658e-07,2.129548563726891e-12,1.9317447004247506e-18,2.2768418544957717e-17,3.557878371805474e-22,6.069703881043941e-06,4.371709576886691e-07,3.0554825652898975e-29,2.457278767908764e-08,1.6702676866618627e-11,Monetary Policy Analysis and Transmission,333,Monetary policy and macroeconomic forecasts: the last fifty years
363,0.9997631404629428,1.7742198595545494e-11,2.875152149991072e-06,3.621224877034327e-15,7.025727169868259e-17,1.2275414170073223e-14,1.0557491251754059e-16,2.9028704270525093e-11,9.830142117083556e-17,1.574337004062053e-17,5.92981663060491e-16,8.608774086254223e-16,1.9077375314640742e-11,1.7172180716575952e-06,4.789721429222927e-17,7.944463078225827e-19,0.00023226710096990087,Macroeconomic Forecasting and Cyclical Outlook,679,Monetary policy and macroeconomic forecasts: the last fifty years
364,0.9998978685031562,4.051253007494877e-06,1.5159827599461976e-06,9.262530958057014e-16,3.8336569114380996e-17,8.402815776088118e-15,2.4763423491454437e-12,1.1365206215935074e-15,3.9955007606856953e-20,3.173508251933949e-16,4.936559979887436e-16,6.195213972860947e-16,6.395639385430042e-06,3.8934057919973106e-07,1.2447752464512186e-17,9.267319234252219e-17,8.977927862357568e-05,Macroeconomic Forecasting and Cyclical Outlook,630,Monetary policy and macroeconomic forecasts: the last fifty years
365,0.9999979830500207,1.0108897040698581e-11,1.5550184510233176e-06,8.537824370015757e-10,3.896572873343106e-07,1.3180601023268686e-26,5.4084925614114116e-17,6.702948909426228e-16,5.0219165386112564e-20,1.0932781340641432e-15,3.703432950256238e-21,4.049251866509585e-21,1.0564195805389967e-08,1.310339608702068e-25,2.5836091218656966e-20,5.672046539983792e-18,6.084615184850731e-08,Macroeconomic Forecasting and Cyclical Outlook,317,Monetary policy and macroeconomic forecasts: the last fifty years
366,0.9998940560513604,2.0730438686468996e-11,1.7064286361339337e-06,2.4873730956645436e-07,5.1913261049399e-07,3.2275534673947944e-24,3.1037181295687473e-12,7.038170722850865e-18,1.0530108537340707e-17,5.547715518697654e-16,1.5552451403081576e-16,2.323620144873601e-16,4.3291242019907065e-06,8.84268750182686e-23,6.316940155189764e-25,6.1909902646652745e-15,9.914050204033381e-05,Macroeconomic Forecasting and Cyclical Outlook,197,Monetary policy and macroeconomic forecasts: the last fifty years
368,2.9584062719367417e-10,4.627639488891404e-16,3.9517573107841343e-05,1.0996003471269548e-05,2.7591449472857304e-07,0.9999360510607342,6.908047029818667e-12,2.697482727753614e-16,1.339330834697869e-20,5.521178140792693e-18,7.2480499686637315e-12,1.0900274075016965e-06,2.3333919379436707e-16,9.35766061851415e-17,6.004227415328909e-28,1.7001899884950978e-20,1.2069110786637885e-05,Industrial Organization and Regional Structure,262,Address by the Governor Fabio Panetta (only in italian)
369,1.1903346115320076e-06,1.885691938528179e-07,8.93656306549128e-06,1.7541265761888573e-11,0.9999707964986363,1.833173645354632e-05,2.365080950339844e-19,5.880140845259716e-11,1.286721185613456e-22,5.98425728862141e-13,5.662068130549993e-23,4.207528043437207e-23,5.562029937539098e-07,1.4639888317377215e-23,1.3371209730947143e-21,5.380325932738178e-22,1.8104213554452305e-11,Public Finance and Budgetary Policy,351,Address by the Governor Fabio Panetta (only in italian)
370,2.2769641319306736e-06,1.8959335855614426e-19,3.6025325418356854e-05,0.9999600048243794,1.1481319580148844e-11,8.124531223255776e-12,2.1799678444561533e-07,1.649652377321733e-11,2.8720732014114745e-25,1.5972491421027152e-07,5.033412988816847e-25,1.691874783206137e-24,1.1531147495858913e-06,1.6195896599571013e-07,6.500034858487727e-23,3.4472921710088634e-21,5.455393655961823e-11,Human Capital and Education Economics,248,Address by the Governor Fabio Panetta (only in italian)
372,2.4588284962957857e-06,3.090207535293647e-13,1.3020404383021095e-06,1.608406167012068e-07,1.9975087853371743e-07,1.0055117092375358e-05,2.3506120357861742e-15,7.471642413651325e-11,1.0632300887685407e-18,1.8922295838444677e-05,0.9999209979918415,5.221902244569263e-16,7.378068112611243e-20,2.581165408941416e-18,6.661367082353533e-25,2.8921427476775224e-16,4.590305976925723e-05,International Trade and Global Value Chains,1460,The Governor's Concluding Remarks for 2024
373,0.999922468399048,3.4115000280654964e-06,1.0022719154675272e-06,1.025721022358814e-15,6.0929376827709e-22,4.135006087550153e-24,1.0266503334448142e-18,1.6293616559896093e-22,2.110079333752943e-24,3.4324695148335526e-17,3.9611842245337095e-12,2.304620781609644e-07,5.875627347704484e-06,8.163274519748479e-20,1.0981468172535002e-16,8.528480580689401e-15,6.701173561206232e-05,Macroeconomic Forecasting and Cyclical Outlook,835,The Governor's Concluding Remarks for 2024
374,0.00028770663840550515,4.193511813730283e-16,1.3731351677669765e-06,0.00019216102397461788,1.3293894888879648e-07,0.9994202977683125,1.788781444025835e-15,3.389345030315043e-11,3.4321374582412554e-22,3.004467432116081e-07,1.592577323789521e-05,1.8263142669398405e-07,1.7096506903788009e-22,1.5335223926518505e-20,1.1443868704590546e-16,3.257909125199569e-16,8.191960988683137e-05,Industrial Organization and Regional Structure,1459,The Governor's Concluding Remarks for 2024
375,0.9999896472309524,1.0443611881583557e-06,3.422296684360172e-06,1.6943688534481742e-07,4.673214812332865e-12,2.924294837972234e-06,2.727311081961723e-19,7.238307625758691e-26,1.5362067474063143e-25,7.010694083311607e-18,3.188433167044189e-23,1.3736730458979968e-23,2.79215590894579e-06,6.54275727800108e-25,1.6267394312898982e-17,7.162556092395335e-21,2.1886959611377535e-10,Macroeconomic Forecasting and Cyclical Outlook,1840,The Governor's Concluding Remarks for 2024
376,2.8542293217042985e-11,3.5629813304598403e-07,6.499320615711949e-06,1.5619122884328142e-07,6.288324761987267e-18,9.447908125334758e-30,2.7360260934362768e-12,0.9999846612687433,1.600141343797432e-12,8.427495245459628e-17,3.337356743277338e-20,3.0056695560622596e-25,1.1519791219483587e-06,7.6484485657703255e-25,4.0426575236220344e-19,3.3826969874065e-19,7.174909278600245e-06,Banking Sector and Intermediary Analysis,1823,The Governor's Concluding Remarks for 2024
377,0.00033817715610591026,9.506443128299363e-20,3.524073717702389e-07,2.68713932794047e-07,5.203199527538306e-07,8.742005035325519e-31,1.4824544408411333e-18,9.000430051693448e-12,1.0333314858555876e-19,0.9996071763434484,2.1961401623243335e-05,1.7783536270524695e-06,5.946414817852093e-07,1.3254250908567473e-19,6.983243136901161e-28,1.783994973906383e-17,2.917065345575878e-05,Global Macroeconomics and Spillovers,684,The Governor's Concluding Remarks for 2024
379,9.118838898315032e-07,2.803104456911643e-20,2.9398946259640326e-07,1.1319274282106889e-07,6.743984803951925e-08,7.109746245998367e-27,1.2553047978246104e-07,6.329050581539787e-10,3.832125291615796e-06,1.4639500847971445e-17,7.089463883990261e-22,0.9999766811586679,2.6379880583741845e-27,1.663690089723467e-24,1.2681970725904856e-18,3.352349929472222e-19,1.7974046712132464e-05,International Cooperation and Financial Fora,698,Invisible yet essential: the contribution of cross-border payments to a better world and a safer financial system
380,7.947019358201144e-07,3.926878874671228e-16,1.123866072948749e-06,7.574898529639694e-07,3.616494819367717e-07,3.179311319755477e-06,1.0517787226596456e-12,6.0963863648231185e-12,2.9726349365720495e-16,2.1177418001867175e-12,7.870570521609624e-18,0.9999699921296051,3.892272845457032e-20,9.713236221294292e-15,1.3312212727452616e-17,2.307172381034232e-15,2.3790842452853735e-05,International Cooperation and Financial Fora,480,Invisible yet essential: the contribution of cross-border payments to a better world and a safer financial system
381,1.2728693634847344e-06,5.501746520987523e-07,8.474722621526671e-07,3.061876529435205e-07,1.39111931823673e-07,3.102418684208208e-06,3.022550291278653e-07,1.801961140928897e-11,4.560713165293842e-06,1.3633820935369374e-12,4.3679009216704966e-21,0.9998394619571642,2.610204585985122e-20,1.2286212533602092e-22,4.749045889752221e-18,1.0671414919515537e-15,0.000149456820710416,International Cooperation and Financial Fora,223,Invisible yet essential: the contribution of cross-border payments to a better world and a safer financial system
386,1.0962960977406755e-05,0.9999538553226379,3.2863098933290576e-05,2.849587385040675e-07,1.3462620135709077e-06,6.106834889405374e-07,7.08344579383003e-16,1.0440014617662084e-19,6.8668697380918615e-12,5.815600784194227e-08,2.4591736304884217e-20,9.773203618141508e-20,1.1600768607376846e-08,8.75175998061385e-13,6.376061235409703e-20,4.811917435080459e-18,6.948690943219056e-09,Monetary Policy Analysis and Transmission,283,Address by the Governor
387,5.0765861035283884e-05,0.9997940483369121,3.2902357613503125e-05,1.593571220437814e-07,1.037202326954482e-06,4.294583968490701e-18,8.090829292813327e-18,1.5266652344959425e-06,1.1086141508443579e-05,8.131911500618283e-08,3.138267976401548e-17,3.7835092466379818e-19,9.193870059483736e-06,5.875431338094413e-12,8.105909544160618e-22,4.8161008526254185e-08,9.915072218908067e-05,Monetary Policy Analysis and Transmission,195,Address by the Governor
388,1.6203624058720685e-05,0.9999434100840631,3.39448643990975e-05,1.9532075254972743e-07,2.553575351540497e-12,3.549150368667802e-07,6.74640256389844e-19,1.0722719941886914e-21,1.297295299942687e-13,1.0306434264563063e-07,3.476641228388882e-08,2.141348420644016e-13,5.4318837576913854e-06,4.3501252748370214e-14,2.912048993069148e-17,3.214662722093011e-07,7.964222242691404e-12,Monetary Policy Analysis and Transmission,525,Address by the Governor
389,6.853124314422209e-06,9.723097535076186e-20,1.3146717200595303e-06,5.981053102431043e-07,1.1978493914340543e-05,7.03719642406558e-31,2.634804423834985e-07,6.035476850994854e-11,1.5651906554000067e-24,4.285023471077893e-19,7.824564915741845e-16,1.990754911946998e-20,7.79477076119702e-26,1.3192584820746462e-24,7.307269849006809e-24,1.0825383576463451e-21,0.9999789920639429,None of the above,684,Address by the Governor
390,1.907672635658789e-12,1.7019569915480515e-19,1.8132317138367158e-05,5.58241450990631e-07,4.255715391509507e-12,5.135332027538346e-12,7.156887595601058e-13,0.9992734315355849,1.821695975275661e-12,3.007950978876619e-19,6.414971312064913e-26,1.3235436027075548e-25,3.532315419201643e-11,3.7958585074168083e-25,9.495491101035237e-22,1.2385704507725433e-21,0.000707877856666529,Banking Sector and Intermediary Analysis,235,Address by the Governor
394,4.182285854663305e-05,1.141419287979169e-06,4.482034714484278e-07,2.9874315392523525e-07,2.0847242357077875e-07,5.560535678568319e-24,1.8403201666009806e-18,1.2404594077839673e-12,2.14786008947431e-26,0.9999534349105972,1.2344622155113006e-12,1.5128917820123253e-12,4.122013702750319e-07,3.982181068224262e-15,2.5367690220261662e-25,6.864563791283764e-08,2.1645415191489187e-06,Global Macroeconomics and Spillovers,465,The Global Economy: Navigating Uncertainty and Change
395,1.2899176014071456e-06,9.353918116010058e-14,1.0828624567953544e-06,2.417028054288724e-07,7.695872951164999e-08,2.4275536756220607e-05,4.313774100845987e-15,6.362988529805252e-12,6.102899519240217e-20,5.519816649433016e-13,0.9999585631569017,2.926590090075792e-19,1.1353183966027227e-20,6.043019867792241e-19,1.0121315676685857e-30,1.3329627721363741e-15,1.4469857734816034e-05,International Trade and Global Value Chains,844,The Global Economy: Navigating Uncertainty and Change
396,0.9999169509599455,4.3892280184046786e-20,1.8846726976414323e-06,3.579675770246328e-15,1.0266087388541394e-22,2.2053712979416882e-30,3.2783104532561753e-18,1.2798497636213498e-19,1.089786978171499e-19,3.1544722767492723e-18,3.0213082164873513e-06,1.4359123722086238e-07,3.8900134606569115e-06,1.6437397649879563e-25,2.5282480725603648e-17,2.4042027039669753e-20,7.410945443916283e-05,Macroeconomic Forecasting and Cyclical Outlook,879,The Global Economy: Navigating Uncertainty and Change
397,5.091350640360631e-05,0.9997857664690494,6.186066052918694e-05,1.798079944433324e-07,9.705901853014615e-07,8.764752969080542e-16,6.91772373082072e-16,3.8190823234799246e-11,5.9077709995209235e-06,2.2147495344336937e-15,5.309536956334242e-17,4.715929701986463e-19,2.8584654373282957e-06,1.1193937167246906e-07,1.4709418419593839e-16,8.309318358950299e-08,9.134765865107142e-05,Monetary Policy Analysis and Transmission,992,The Global Economy: Navigating Uncertainty and Change
398,0.9999317126839306,5.13427401744887e-12,2.82419675557437e-13,3.271795996994821e-15,5.649849669076333e-12,1.4080728840795018e-27,3.610961521650959e-16,1.1883160762465757e-23,4.954788457045418e-23,7.728234823186533e-18,1.4951170246614694e-06,2.1422634212171397e-07,4.131854281373576e-06,5.14158047604518e-26,2.070521531747356e-19,2.5601671671635378e-17,6.244610735104065e-05,Macroeconomic Forecasting and Cyclical Outlook,658,The Global Economy: Navigating Uncertainty and Change
399,1.9119274218685305e-10,4.777975975595085e-19,2.5745579905662635e-05,3.0416673205291987e-07,2.7680661510381205e-07,2.991400496829222e-23,4.989996847509276e-06,0.9999582426195257,3.659260231442939e-06,8.663836454490745e-14,1.1057649336016253e-19,1.7195338237548772e-19,2.1097974948152554e-06,4.743450840258045e-20,4.5028461869422644e-17,8.411499406352628e-17,4.671581368392143e-06,Banking Sector and Intermediary Analysis,931,The Global Economy: Navigating Uncertainty and Change
400,2.2664729022407226e-11,6.136360212283167e-20,8.698760134293079e-07,2.3694832546835324e-07,8.818659514967054e-08,6.587087823689491e-27,0.9999281944361627,8.94497475006178e-06,1.51999378666964e-07,4.6260790230685836e-08,1.6406080925784012e-26,7.225889490132169e-25,1.363381192009724e-06,1.9828704920181026e-22,1.2526494732130956e-18,5.184026337654419e-17,6.0103914127477826e-05,Systemic Risk and Macroprudential Frameworks,1005,The Global Economy: Navigating Uncertainty and Change
401,0.00076037540414262,4.575026487944877e-07,7.353007808618999e-07,7.647779905221735e-07,9.757440886917871e-07,1.4427113450309554e-23,3.1016920472534763e-12,8.679834058682311e-12,6.6174607656662644e-18,0.9990874715261748,9.873150765517877e-05,7.50461333581922e-07,1.1213086216096164e-06,5.791255827540723e-19,1.0763603781525984e-17,7.596940767316235e-16,4.861645478121328e-05,Global Macroeconomics and Spillovers,431,The Global Economy: Navigating Uncertainty and Change
402,0.00013411926109242877,3.967411791031909e-07,1.3483136205481999e-06,5.434278296710245e-07,5.064356875709008e-07,3.8360186036993634e-07,2.48533600372665e-20,2.887344881453099e-12,1.507368810975921e-25,0.999838207186116,4.30321538232989e-12,1.7494424384439765e-06,7.350216525164726e-07,1.0585312543513574e-25,6.6340477286370486e-18,8.285260539819158e-08,2.1927708727580053e-05,Global Macroeconomics and Spillovers,465,The Global Economy: Navigating Uncertainty and Change
403,2.4863989433125224e-14,3.2186582503803527e-19,4.185581702771722e-06,9.952226038184978e-07,1.4282369525744738e-06,5.283970135868603e-07,2.0011396047776423e-15,1.4798728388679212e-11,5.251553742404184e-21,0.9999551470576484,9.500537516533578e-48,1.4807585674531636e-11,2.663575841259831e-06,1.2079169416100165e-21,4.1967915942288417e-17,9.422634362268661e-19,3.505189860450562e-05,Global Macroeconomics and Spillovers,55,The Global Economy: Navigating Uncertainty and Change
405,0.9987050006229533,1.441146294387193e-06,2.0160021886551704e-06,5.062963707855965e-06,2.6779088463147476e-06,1.1807586735378682e-14,9.07916192506418e-13,9.595175419531934e-21,8.78506709985307e-26,2.3223806043383023e-13,1.1592948592503439e-21,4.151459490235889e-21,5.5631354153378065e-06,7.036657815689734e-07,9.016727712594423e-18,2.3160847871491765e-15,0.0012775345536585685,Macroeconomic Forecasting and Cyclical Outlook,318,Peace and prosperity in a fragmented world
406,4.2605564162945163e-07,1.6431671164225445e-18,1.2189706582350211e-06,2.794536572721552e-07,9.075896844172722e-08,1.4416888922326155e-05,5.861633538734225e-21,5.89082712048267e-11,8.67427826608231e-25,1.8340945809068553e-12,0.9999835677872901,3.9437073898044886e-20,1.8357743123028142e-25,9.426757204459815e-21,1.4563126879476106e-23,1.8675954258087093e-20,2.4119644232178946e-11,International Trade and Global Value Chains,540,Peace and prosperity in a fragmented world
